timestamp,pet_name,price_eur
2026-03-03 07:01:48,Junior Giant Panda,43.96
2026-03-03 07:01:48,Pre-Teen Giant Panda,47.9
2026-03-03 11:39:12,Full-Grown Giant Panda,40.08
2026-03-03 11:39:12,Newborn Giant Panda,43.55
2026-03-03 11:39:12,Full-Grown Giant Panda,46.0
2026-03-03 11:39:12,Full-Grown Giant Panda,43.5
2026-03-03 11:39:12,Post-Teen Giant Panda,40.38
2026-03-03 11:39:12,Teen Giant Panda,45.96
2026-03-03 11:39:12,Post-Teen Giant Panda,45.0
2026-03-03 11:39:12,Newborn Giant Panda,46.0
2026-03-03 11:39:12,Post-Teen Giant Panda,41.0
2026-03-03 11:39:12,Junior Giant Panda,43.96
2026-03-03 13:11:59,Full-Grown Giant Panda,40.17
2026-03-03 13:11:59,Newborn Giant Panda,43.55
2026-03-03 13:11:59,Full-Grown Giant Panda,42.0
2026-03-03 13:11:59,Full-Grown Giant Panda,43.5
2026-03-03 13:11:59,Teen Giant Panda,41.9
2026-03-03 13:11:59,Post-Teen Giant Panda,40.38
2026-03-03 13:11:59,Teen Giant Panda,45.96
2026-03-03 13:11:59,Post-Teen Giant Panda,45.0
2026-03-03 13:11:59,Newborn Giant Panda,47.99
2026-03-03 13:11:59,Post-Teen Giant Panda,47.84
2026-03-03 14:52:40,Full-Grown Giant Panda,40.05
2026-03-03 14:52:40,Newborn Giant Panda,43.5
2026-03-03 14:52:40,Full-Grown Giant Panda,42.0
2026-03-03 14:52:40,Full-Grown Giant Panda,41.5
2026-03-03 14:52:40,Post-Teen Giant Panda,40.38
2026-03-03 14:52:40,Teen Giant Panda,45.96
2026-03-03 14:52:40,Post-Teen Giant Panda,45.0
2026-03-03 14:52:40,Newborn Giant Panda,47.99
2026-03-03 14:52:40,Post-Teen Giant Panda,47.84
2026-03-03 14:52:40,Junior Giant Panda,41.4
2026-03-03 15:53:23,Full-Grown Giant Panda,40.05
2026-03-03 15:53:23,Newborn Giant Panda,43.49
2026-03-03 15:53:23,Full-Grown Giant Panda,44.99
2026-03-03 15:53:23,Full-Grown Giant Panda,41.5
2026-03-03 15:53:23,Teen Giant Panda,41.77
2026-03-03 15:53:23,Post-Teen Giant Panda,40.38
2026-03-03 15:53:23,Teen Giant Panda,45.96
2026-03-03 15:53:23,Post-Teen Giant Panda,45.0
2026-03-03 15:53:23,Newborn Giant Panda,47.99
2026-03-03 15:53:23,Post-Teen Giant Panda,45.0
2026-03-03 16:57:47,Full-Grown Giant Panda,40.09
2026-03-03 16:57:47,Newborn Giant Panda,43.49
2026-03-03 16:57:47,Full-Grown Giant Panda,42.0
2026-03-03 16:57:47,Full-Grown Giant Panda,41.5
2026-03-03 16:57:47,Luminous Giant Panda,343.85
2026-03-03 16:57:47,Teen Giant Panda,41.81
2026-03-03 16:57:47,Post-Teen Giant Panda,40.38
2026-03-03 16:57:47,Teen Giant Panda,45.96
2026-03-03 16:57:47,Post-Teen Giant Panda,45.0
2026-03-03 16:57:47,Newborn Giant Panda,47.99
2026-03-03 17:53:04,Full-Grown Giant Panda,40.1
2026-03-03 17:53:04,Newborn Giant Panda,43.49
2026-03-03 17:53:04,Full-Grown Giant Panda,40.0
2026-03-03 17:53:04,Full-Grown Giant Panda,41.5
2026-03-03 17:53:04,Luminous Giant Panda,343.85
2026-03-03 17:53:04,Teen Giant Panda,41.84
2026-03-03 17:53:04,Post-Teen Giant Panda,71.33
2026-03-03 17:53:04,Teen Giant Panda,45.96
2026-03-03 17:53:04,Newborn Giant Panda,47.99
2026-03-03 17:53:04,Post-Teen Giant Panda,45.0
2026-03-03 19:46:31,Full-Grown Giant Panda,40.15
2026-03-03 19:46:31,Newborn Giant Panda,43.49
2026-03-03 19:46:31,Full-Grown Giant Panda,44.99
2026-03-03 19:46:31,Full-Grown Giant Panda,41.5
2026-03-03 19:46:31,Luminous Giant Panda,343.85
2026-03-03 19:46:31,Teen Giant Panda,41.88
2026-03-03 19:46:31,Post-Teen Giant Panda,71.39
2026-03-03 19:46:31,Newborn Giant Panda,47.99
2026-03-03 19:46:31,Teen Giant Panda,45.96
2026-03-03 19:46:31,Post-Teen Giant Panda,45.0
2026-03-03 20:39:35,Full-Grown Giant Panda,47.8
2026-03-03 20:39:35,Newborn Giant Panda,40.1
2026-03-03 20:39:35,Full-Grown Giant Panda,44.99
2026-03-03 20:39:35,Full-Grown Giant Panda,41.5
2026-03-03 20:39:35,Luminous Giant Panda,343.85
2026-03-03 20:39:35,Teen Giant Panda,41.94
2026-03-03 20:39:35,Post-Teen Giant Panda,71.5
2026-03-03 20:39:35,Teen Giant Panda,45.96
2026-03-03 20:39:35,Post-Teen Giant Panda,45.0
2026-03-03 20:39:35,Newborn Giant Panda,44.87
2026-03-03 21:40:22,Full-Grown Giant Panda,47.79
2026-03-03 21:40:22,Newborn Giant Panda,40.1
2026-03-03 21:40:22,Full-Grown Giant Panda,44.99
2026-03-03 21:40:22,Full-Grown Giant Panda,41.5
2026-03-03 21:40:22,Newborn Giant Panda,50.69
2026-03-03 21:40:22,Luminous Giant Panda,343.85
2026-03-03 21:40:22,Teen Giant Panda,42.0
2026-03-03 21:40:22,Post-Teen Giant Panda,61.6
2026-03-03 21:40:22,Junior Giant Panda,50.84
2026-03-03 21:40:22,Teen Giant Panda,45.96
2026-03-03 22:36:27,Full-Grown Giant Panda,47.79
2026-03-03 22:36:27,Newborn Giant Panda,43.49
2026-03-03 22:36:27,Full-Grown Giant Panda,44.0
2026-03-03 22:36:27,Full-Grown Giant Panda,50.69
2026-03-03 22:36:27,Newborn Giant Panda,50.69
2026-03-03 22:36:27,Luminous Giant Panda,343.85
2026-03-03 22:36:27,Teen Giant Panda,42.0
2026-03-03 22:36:27,Post-Teen Giant Panda,61.6
2026-03-03 22:36:27,Junior Giant Panda,50.84
2026-03-03 22:36:27,Teen Giant Panda,45.96
2026-03-03 23:33:54,Full-Grown Giant Panda,47.77
2026-03-03 23:33:54,Newborn Giant Panda,42.0
2026-03-03 23:33:54,Full-Grown Giant Panda,44.0
2026-03-03 23:33:54,Full-Grown Giant Panda,50.69
2026-03-03 23:33:54,Newborn Giant Panda,50.69
2026-03-03 23:33:54,Luminous Giant Panda,343.85
2026-03-03 23:33:54,Teen Giant Panda,42.0
2026-03-03 23:33:54,Post-Teen Giant Panda,61.62
2026-03-03 23:33:54,Junior Giant Panda,50.84
2026-03-03 23:33:54,Teen Giant Panda,45.96
2026-03-04 04:46:13,Full-Grown Giant Panda,46.62
2026-03-04 04:46:13,Newborn Giant Panda,43.55
2026-03-04 04:46:13,Full-Grown Giant Panda,51.68
2026-03-04 04:46:13,Full-Grown Giant Panda,50.69
2026-03-04 04:46:13,Newborn Giant Panda,50.69
2026-03-04 04:46:13,Teen Giant Panda,50.84
2026-03-04 04:46:13,Post-Teen Giant Panda,51.68
2026-03-04 04:46:13,Luminous Giant Panda,249.99
2026-03-04 04:46:13,Pre-Teen Giant Panda,46.67
2026-03-04 04:46:13,Teen Giant Panda,80.0
2026-03-04 05:50:52,Full-Grown Giant Panda,46.62
2026-03-04 05:50:52,Newborn Giant Panda,47.72
2026-03-04 05:50:52,Full-Grown Giant Panda,53.6
2026-03-04 05:50:52,Full-Grown Giant Panda,50.69
2026-03-04 05:50:52,Newborn Giant Panda,50.69
2026-03-04 05:50:52,Teen Giant Panda,50.84
2026-03-04 05:50:52,Post-Teen Giant Panda,51.63
2026-03-04 05:50:52,Luminous Giant Panda,249.99
2026-03-04 05:50:52,Pre-Teen Giant Panda,46.67
2026-03-04 05:50:52,Teen Giant Panda,80.0
2026-03-04 06:58:18,Full-Grown Giant Panda,44.3
2026-03-04 06:58:18,Newborn Giant Panda,47.72
2026-03-04 06:58:18,Full-Grown Giant Panda,53.6
2026-03-04 06:58:18,Full-Grown Giant Panda,44.0
2026-03-04 06:58:18,Newborn Giant Panda,50.69
2026-03-04 06:58:18,Teen Giant Panda,50.84
2026-03-04 06:58:18,Post-Teen Giant Panda,51.75
2026-03-04 06:58:18,Luminous Giant Panda,249.99
2026-03-04 06:58:18,Pre-Teen Giant Panda,46.67
2026-03-04 06:58:18,Teen Giant Panda,80.0
2026-03-04 07:43:52,Full-Grown Giant Panda,43.95
2026-03-04 07:43:52,Newborn Giant Panda,47.72
2026-03-04 07:43:52,Full-Grown Giant Panda,47.0
2026-03-04 07:43:52,Full-Grown Giant Panda,43.99
2026-03-04 07:43:52,Newborn Giant Panda,50.69
2026-03-04 07:43:52,Teen Giant Panda,50.09
2026-03-04 07:43:52,Post-Teen Giant Panda,51.76
2026-03-04 07:43:52,Luminous Giant Panda,249.99
2026-03-04 07:43:52,Pre-Teen Giant Panda,46.67
2026-03-04 07:43:52,Teen Giant Panda,80.0
2026-03-04 08:50:11,Full-Grown Giant Panda,43.5
2026-03-04 08:50:11,Newborn Giant Panda,47.69
2026-03-04 08:50:11,Full-Grown Giant Panda,47.0
2026-03-04 08:50:11,Full-Grown Giant Panda,43.99
2026-03-04 08:50:11,Newborn Giant Panda,50.69
2026-03-04 08:50:11,Teen Giant Panda,50.09
2026-03-04 08:50:11,Post-Teen Giant Panda,51.68
2026-03-04 08:50:11,Luminous Giant Panda,249.99
2026-03-04 08:50:11,Pre-Teen Giant Panda,46.67
2026-03-04 08:50:11,Teen Giant Panda,80.0
2026-03-04 09:50:55,Full-Grown Giant Panda,43.0
2026-03-04 09:50:55,Newborn Giant Panda,47.69
2026-03-04 09:50:55,Full-Grown Giant Panda,44.0
2026-03-04 09:50:55,Full-Grown Giant Panda,43.67
2026-03-04 09:50:55,Newborn Giant Panda,50.69
2026-03-04 09:50:55,Teen Giant Panda,43.0
2026-03-04 09:50:55,Post-Teen Giant Panda,51.74
2026-03-04 09:50:55,Luminous Giant Panda,249.99
2026-03-04 09:50:55,Pre-Teen Giant Panda,46.67
2026-03-04 09:50:55,Teen Giant Panda,80.0
2026-03-04 10:44:05,Full-Grown Giant Panda,42.9
2026-03-04 10:44:05,Newborn Giant Panda,47.69
2026-03-04 10:44:05,Full-Grown Giant Panda,44.0
2026-03-04 10:44:05,Full-Grown Giant Panda,43.67
2026-03-04 10:44:05,Newborn Giant Panda,50.69
2026-03-04 10:44:05,Teen Giant Panda,43.0
2026-03-04 10:44:05,Post-Teen Giant Panda,51.83
2026-03-04 10:44:05,Luminous Giant Panda,249.99
2026-03-04 10:44:05,Pre-Teen Giant Panda,46.67
2026-03-04 10:44:05,Teen Giant Panda,80.0
2026-03-04 11:36:51,Full-Grown Giant Panda,42.9
2026-03-04 11:36:51,Newborn Giant Panda,47.6
2026-03-04 11:36:51,Full-Grown Giant Panda,44.0
2026-03-04 11:36:51,Full-Grown Giant Panda,43.67
2026-03-04 11:36:51,Newborn Giant Panda,50.69
2026-03-04 11:36:51,Teen Giant Panda,43.0
2026-03-04 11:36:51,Post-Teen Giant Panda,51.9
2026-03-04 11:36:51,Luminous Giant Panda,249.99
2026-03-04 11:36:51,Pre-Teen Giant Panda,46.67
2026-03-04 11:36:51,Teen Giant Panda,80.0
2026-03-04 14:42:36,Full-Grown Giant Panda,43.89
2026-03-04 14:42:36,Newborn Giant Panda,46.67
2026-03-04 14:42:36,Full-Grown Giant Panda,53.6
2026-03-04 14:42:36,Full-Grown Giant Panda,44.0
2026-03-04 14:42:36,Newborn Giant Panda,50.31
2026-03-04 14:42:36,Teen Giant Panda,43.0
2026-03-04 14:42:36,Post-Teen Giant Panda,51.83
2026-03-04 14:42:36,Luminous Giant Panda,249.99
2026-03-04 14:42:36,Pre-Teen Giant Panda,46.67
2026-03-04 14:42:36,Teen Giant Panda,80.0
2026-03-04 15:51:44,Full-Grown Giant Panda,43.89
2026-03-04 15:51:44,Newborn Giant Panda,46.67
2026-03-04 15:51:44,Full-Grown Giant Panda,53.6
2026-03-04 15:51:44,Full-Grown Giant Panda,44.0
2026-03-04 15:51:44,Newborn Giant Panda,50.31
2026-03-04 15:51:44,Teen Giant Panda,48.13
2026-03-04 15:51:44,Post-Teen Giant Panda,51.84
2026-03-04 15:51:44,Luminous Giant Panda,249.99
2026-03-04 15:51:44,Pre-Teen Giant Panda,46.67
2026-03-04 15:51:44,Junior Giant Panda,50.44
2026-03-04 17:45:15,Full-Grown Giant Panda,43.89
2026-03-04 17:45:15,Newborn Giant Panda,46.67
2026-03-04 17:45:15,Full-Grown Giant Panda,55.0
2026-03-04 17:45:15,Full-Grown Giant Panda,50.16
2026-03-04 17:45:15,Newborn Giant Panda,50.31
2026-03-04 17:45:15,Post-Teen Giant Panda,51.8
2026-03-04 17:45:15,Luminous Giant Panda,249.9
2026-03-04 17:45:15,Pre-Teen Giant Panda,46.67
2026-03-04 17:45:15,Teen Giant Panda,80.0
2026-03-04 17:45:15,Post-Teen Giant Panda,45.0
2026-03-04 19:00:07,Full-Grown Giant Panda,46.62
2026-03-04 19:00:07,Newborn Giant Panda,46.0
2026-03-04 19:00:07,Full-Grown Giant Panda,51.93
2026-03-04 19:00:07,Full-Grown Giant Panda,46.66
2026-03-04 19:00:07,Newborn Giant Panda,50.31
2026-03-04 19:00:07,Post-Teen Giant Panda,51.8
2026-03-04 19:00:07,Luminous Giant Panda,249.9
2026-03-04 19:00:07,Pre-Teen Giant Panda,46.67
2026-03-04 19:00:07,Junior Giant Panda,48.22
2026-03-04 19:00:07,Teen Giant Panda,80.0
2026-03-04 19:46:39,Full-Grown Giant Panda,43.88
2026-03-04 19:46:39,Newborn Giant Panda,46.0
2026-03-04 19:46:39,Full-Grown Giant Panda,51.93
2026-03-04 19:46:39,Full-Grown Giant Panda,46.66
2026-03-04 19:46:39,Newborn Giant Panda,50.31
2026-03-04 19:46:39,Post-Teen Giant Panda,51.81
2026-03-04 19:46:39,Luminous Giant Panda,249.9
2026-03-04 19:46:39,Pre-Teen Giant Panda,46.67
2026-03-04 19:46:39,Teen Giant Panda,80.0
2026-03-04 19:46:39,Junior Giant Panda,48.22
2026-03-04 20:38:48,Full-Grown Giant Panda,43.88
2026-03-04 20:38:48,Newborn Giant Panda,47.6
2026-03-04 20:38:48,Full-Grown Giant Panda,51.93
2026-03-04 20:38:48,Full-Grown Giant Panda,46.66
2026-03-04 20:38:48,Newborn Giant Panda,50.31
2026-03-04 20:38:48,Post-Teen Giant Panda,51.85
2026-03-04 20:38:48,Luminous Giant Panda,249.9
2026-03-04 20:38:48,Pre-Teen Giant Panda,46.67
2026-03-04 20:38:48,Teen Giant Panda,80.0
2026-03-04 20:38:48,Junior Giant Panda,48.22
2026-03-04 21:40:51,Full-Grown Giant Panda,43.89
2026-03-04 21:40:51,Newborn Giant Panda,47.6
2026-03-04 21:40:51,Full-Grown Giant Panda,51.93
2026-03-04 21:40:51,Full-Grown Giant Panda,50.16
2026-03-04 21:40:51,Newborn Giant Panda,50.31
2026-03-04 21:40:51,Post-Teen Giant Panda,51.85
2026-03-04 21:40:51,Luminous Giant Panda,249.9
2026-03-04 21:40:51,Pre-Teen Giant Panda,46.67
2026-03-04 21:40:51,Teen Giant Panda,49.0
2026-03-04 21:40:51,Junior Giant Panda,48.22
2026-03-04 22:38:39,Full-Grown Giant Panda,46.63
2026-03-04 22:38:39,Newborn Giant Panda,47.6
2026-03-04 22:38:39,Full-Grown Giant Panda,51.93
2026-03-04 22:38:39,Full-Grown Giant Panda,46.99
2026-03-04 22:38:39,Newborn Giant Panda,50.31
2026-03-04 22:38:39,Post-Teen Giant Panda,51.82
2026-03-04 22:38:39,Luminous Giant Panda,249.9
2026-03-04 22:38:39,Pre-Teen Giant Panda,46.67
2026-03-04 22:38:39,Junior Giant Panda,48.22
2026-03-04 22:38:39,Teen Giant Panda,49.0
2026-03-04 23:36:48,Full-Grown Giant Panda,46.58
2026-03-04 23:36:48,Newborn Giant Panda,47.6
2026-03-04 23:36:48,Full-Grown Giant Panda,51.93
2026-03-04 23:36:48,Full-Grown Giant Panda,47.99
2026-03-04 23:36:48,Newborn Giant Panda,50.31
2026-03-04 23:36:48,Post-Teen Giant Panda,51.84
2026-03-04 23:36:48,Luminous Giant Panda,249.9
2026-03-04 23:36:48,Pre-Teen Giant Panda,46.67
2026-03-04 23:36:48,Teen Giant Panda,80.0
2026-03-04 23:36:48,Junior Giant Panda,48.22
2026-03-05 02:37:42,Full-Grown Giant Panda,46.0
2026-03-05 02:37:42,Newborn Giant Panda,47.6
2026-03-05 02:37:42,Full-Grown Giant Panda,51.92
2026-03-05 02:37:42,Full-Grown Giant Panda,48.96
2026-03-05 02:37:42,Newborn Giant Panda,50.31
2026-03-05 02:37:42,Post-Teen Giant Panda,51.81
2026-03-05 02:37:42,Pre-Teen Giant Panda,46.67
2026-03-05 02:37:42,Luminous Giant Panda,249.9
2026-03-05 02:37:42,Teen Giant Panda,80.0
2026-03-05 02:37:42,Junior Giant Panda,48.22
2026-03-05 04:49:45,Full-Grown Giant Panda,46.0
2026-03-05 04:49:45,Newborn Giant Panda,47.6
2026-03-05 04:49:45,Full-Grown Giant Panda,51.0
2026-03-05 04:49:45,Full-Grown Giant Panda,48.82
2026-03-05 04:49:45,Newborn Giant Panda,50.31
2026-03-05 04:49:45,Post-Teen Giant Panda,51.72
2026-03-05 04:49:45,Pre-Teen Giant Panda,46.67
2026-03-05 04:49:45,Luminous Giant Panda,333.79
2026-03-05 04:49:45,Teen Giant Panda,80.0
2026-03-05 04:49:45,Junior Giant Panda,48.22
2026-03-05 08:53:59,Full-Grown Giant Panda,46.0
2026-03-05 08:53:59,Newborn Giant Panda,47.6
2026-03-05 08:53:59,Full-Grown Giant Panda,51.91
2026-03-05 08:53:59,Full-Grown Giant Panda,48.55
2026-03-05 08:53:59,Newborn Giant Panda,50.31
2026-03-05 08:53:59,Post-Teen Giant Panda,51.63
2026-03-05 08:53:59,Pre-Teen Giant Panda,46.67
2026-03-05 08:53:59,Luminous Giant Panda,249.9
2026-03-05 08:53:59,Teen Giant Panda,80.0
2026-03-05 08:53:59,Junior Giant Panda,48.22
2026-03-05 09:54:18,Full-Grown Giant Panda,46.0
2026-03-05 09:54:18,Newborn Giant Panda,47.0
2026-03-05 09:54:18,Full-Grown Giant Panda,51.93
2026-03-05 09:54:18,Full-Grown Giant Panda,48.82
2026-03-05 09:54:18,Newborn Giant Panda,50.31
2026-03-05 09:54:18,Post-Teen Giant Panda,51.76
2026-03-05 09:54:18,Pre-Teen Giant Panda,46.67
2026-03-05 09:54:18,Luminous Giant Panda,249.9
2026-03-05 09:54:18,Teen Giant Panda,80.0
2026-03-05 09:54:18,Junior Giant Panda,48.22
2026-03-05 10:50:35,Full-Grown Giant Panda,46.0
2026-03-05 10:50:35,Newborn Giant Panda,46.9
2026-03-05 10:50:35,Full-Grown Giant Panda,50.43
2026-03-05 10:50:35,Full-Grown Giant Panda,48.22
2026-03-05 10:50:35,Newborn Giant Panda,50.31
2026-03-05 10:50:35,Post-Teen Giant Panda,51.75
2026-03-05 10:50:35,Pre-Teen Giant Panda,46.67
2026-03-05 10:50:35,Luminous Giant Panda,249.9
2026-03-05 10:50:35,Teen Giant Panda,80.0
2026-03-05 10:50:35,Post-Teen Giant Panda,51.93
2026-03-05 11:39:39,Full-Grown Giant Panda,46.0
2026-03-05 11:39:39,Newborn Giant Panda,46.4
2026-03-05 11:39:39,Full-Grown Giant Panda,50.43
2026-03-05 11:39:39,Full-Grown Giant Panda,48.22
2026-03-05 11:39:39,Newborn Giant Panda,50.31
2026-03-05 11:39:39,Post-Teen Giant Panda,51.72
2026-03-05 11:39:39,Pre-Teen Giant Panda,46.67
2026-03-05 11:39:39,Luminous Giant Panda,249.9
2026-03-05 11:39:39,Teen Giant Panda,80.0
2026-03-05 11:39:39,Post-Teen Giant Panda,51.93
2026-03-05 13:14:41,Full-Grown Giant Panda,46.0
2026-03-05 13:14:41,Newborn Giant Panda,47.6
2026-03-05 13:14:41,Full-Grown Giant Panda,49.5
2026-03-05 13:14:41,Full-Grown Giant Panda,48.44
2026-03-05 13:14:41,Newborn Giant Panda,49.91
2026-03-05 13:14:41,Post-Teen Giant Panda,51.76
2026-03-05 13:14:41,Pre-Teen Giant Panda,46.67
2026-03-05 13:14:41,Luminous Giant Panda,249.9
2026-03-05 13:14:41,Teen Giant Panda,80.0
2026-03-05 13:14:41,Post-Teen Giant Panda,51.52
2026-03-05 14:53:53,Full-Grown Giant Panda,46.0
2026-03-05 14:53:53,Newborn Giant Panda,47.6
2026-03-05 14:53:53,Full-Grown Giant Panda,49.0
2026-03-05 14:53:53,Full-Grown Giant Panda,48.4
2026-03-05 14:53:53,Newborn Giant Panda,50.31
2026-03-05 14:53:53,Post-Teen Giant Panda,51.65
2026-03-05 14:53:53,Pre-Teen Giant Panda,46.67
2026-03-05 14:53:53,Luminous Giant Panda,249.9
2026-03-05 14:53:53,Teen Giant Panda,80.0
2026-03-05 14:53:53,Post-Teen Giant Panda,51.93
2026-03-05 15:56:35,Full-Grown Giant Panda,46.0
2026-03-05 15:56:35,Newborn Giant Panda,47.6
2026-03-05 15:56:35,Full-Grown Giant Panda,49.0
2026-03-05 15:56:35,Full-Grown Giant Panda,48.4
2026-03-05 15:56:35,Newborn Giant Panda,50.31
2026-03-05 15:56:35,Post-Teen Giant Panda,51.56
2026-03-05 15:56:35,Luminous Giant Panda,249.9
2026-03-05 15:56:35,Teen Giant Panda,80.0
2026-03-05 15:56:35,Post-Teen Giant Panda,51.93
2026-03-05 15:56:35,Reborn Giant Panda,189.98
2026-03-05 18:11:39,Full-Grown Giant Panda,46.0
2026-03-05 18:11:39,Newborn Giant Panda,47.4
2026-03-05 18:11:39,Full-Grown Giant Panda,49.0
2026-03-05 18:11:39,Full-Grown Giant Panda,48.4
2026-03-05 18:11:39,Newborn Giant Panda,50.31
2026-03-05 18:11:39,Post-Teen Giant Panda,51.62
2026-03-05 18:11:39,Luminous Giant Panda,249.9
2026-03-05 18:11:39,Teen Giant Panda,80.0
2026-03-05 18:11:39,Teen Giant Panda,50.31
2026-03-05 18:11:39,Reborn Giant Panda,189.98
2026-03-05 19:55:57,Full-Grown Giant Panda,46.67
2026-03-05 19:55:57,Newborn Giant Panda,47.2
2026-03-05 19:55:57,Full-Grown Giant Panda,48.99
2026-03-05 19:55:57,Full-Grown Giant Panda,67.53
2026-03-05 19:55:57,Post-Teen Giant Panda,61.39
2026-03-05 19:55:57,Luminous Giant Panda,249.9
2026-03-05 19:55:57,Teen Giant Panda,80.0
2026-03-05 19:55:57,Teen Giant Panda,49.91
2026-03-05 19:55:57,Reborn Giant Panda,189.98
2026-03-05 19:55:57,Junior Giant Panda,46.25
2026-03-05 20:45:07,Full-Grown Giant Panda,47.0
2026-03-05 20:45:07,Newborn Giant Panda,47.2
2026-03-05 20:45:07,Full-Grown Giant Panda,48.99
2026-03-05 20:45:07,Full-Grown Giant Panda,67.69
2026-03-05 20:45:07,Post-Teen Giant Panda,61.53
2026-03-05 20:45:07,Luminous Giant Panda,249.9
2026-03-05 20:45:07,Teen Giant Panda,80.0
2026-03-05 20:45:07,Teen Giant Panda,49.91
2026-03-05 20:45:07,Reborn Giant Panda,189.98
2026-03-05 20:45:07,Sunshine Giant Panda,205.95
2026-03-05 21:42:31,Full-Grown Giant Panda,50.9
2026-03-05 21:42:31,Newborn Giant Panda,47.2
2026-03-05 21:42:31,Full-Grown Giant Panda,49.0
2026-03-05 21:42:31,Full-Grown Giant Panda,51.51
2026-03-05 21:42:31,Newborn Giant Panda,51.51
2026-03-05 21:42:31,Post-Teen Giant Panda,61.55
2026-03-05 21:42:31,Luminous Giant Panda,249.9
2026-03-05 21:42:31,Teen Giant Panda,80.0
2026-03-05 21:42:31,Reborn Giant Panda,189.98
2026-03-05 21:42:31,Reborn Giant Panda,246.14
2026-03-05 22:39:18,Full-Grown Giant Panda,50.0
2026-03-05 22:39:18,Newborn Giant Panda,47.2
2026-03-05 22:39:18,Full-Grown Giant Panda,56.8
2026-03-05 22:39:18,Full-Grown Giant Panda,67.72
2026-03-05 22:39:18,Newborn Giant Panda,51.51
2026-03-05 22:39:18,Post-Teen Giant Panda,61.56
2026-03-05 22:39:18,Luminous Giant Panda,368.0
2026-03-05 22:39:18,Teen Giant Panda,80.0
2026-03-05 22:39:18,Teen Giant Panda,58.87
2026-03-05 22:39:18,Reborn Giant Panda,189.98
2026-03-05 23:55:59,Full-Grown Giant Panda,50.0
2026-03-05 23:55:59,Newborn Giant Panda,47.2
2026-03-05 23:55:59,Full-Grown Giant Panda,56.8
2026-03-05 23:55:59,Full-Grown Giant Panda,67.72
2026-03-05 23:55:59,Newborn Giant Panda,51.51
2026-03-05 23:55:59,Post-Teen Giant Panda,61.57
2026-03-05 23:55:59,Luminous Giant Panda,249.8
2026-03-05 23:55:59,Teen Giant Panda,80.0
2026-03-05 23:55:59,Teen Giant Panda,58.87
2026-03-05 23:55:59,Sunshine Giant Panda,205.95
2026-03-06 02:35:27,Full-Grown Giant Panda,51.0
2026-03-06 02:35:27,Newborn Giant Panda,61.84
2026-03-06 02:35:27,Full-Grown Giant Panda,58.88
2026-03-06 02:35:27,Full-Grown Giant Panda,55.46
2026-03-06 02:35:27,Post-Teen Giant Panda,61.62
2026-03-06 02:35:27,Newborn Giant Panda,55.46
2026-03-06 02:35:27,Luminous Giant Panda,249.6
2026-03-06 02:35:27,Teen Giant Panda,80.0
2026-03-06 02:35:27,Teen Giant Panda,58.83
2026-03-06 02:35:27,Post-Teen Giant Panda,55.46
2026-03-06 04:47:12,Full-Grown Giant Panda,51.51
2026-03-06 04:47:12,Newborn Giant Panda,51.84
2026-03-06 04:47:12,Full-Grown Giant Panda,58.88
2026-03-06 04:47:12,Full-Grown Giant Panda,55.42
2026-03-06 04:47:12,Post-Teen Giant Panda,61.62
2026-03-06 04:47:12,Newborn Giant Panda,55.47
2026-03-06 04:47:12,Luminous Giant Panda,249.6
2026-03-06 04:47:12,Teen Giant Panda,58.83
2026-03-06 04:47:12,Teen Giant Panda,80.0
2026-03-06 04:47:12,Post-Teen Giant Panda,55.47
2026-03-06 05:52:00,Full-Grown Giant Panda,51.51
2026-03-06 05:52:00,Newborn Giant Panda,51.84
2026-03-06 05:52:00,Full-Grown Giant Panda,56.0
2026-03-06 05:52:00,Full-Grown Giant Panda,53.0
2026-03-06 05:52:00,Post-Teen Giant Panda,61.59
2026-03-06 05:52:00,Newborn Giant Panda,55.43
2026-03-06 05:52:00,Luminous Giant Panda,249.6
2026-03-06 05:52:00,Teen Giant Panda,58.83
2026-03-06 05:52:00,Teen Giant Panda,80.0
2026-03-06 05:52:00,Post-Teen Giant Panda,55.43
2026-03-06 06:59:57,Full-Grown Giant Panda,59.99
2026-03-06 06:59:57,Newborn Giant Panda,51.84
2026-03-06 06:59:57,Full-Grown Giant Panda,54.0
2026-03-06 06:59:57,Full-Grown Giant Panda,53.0
2026-03-06 06:59:57,Post-Teen Giant Panda,61.56
2026-03-06 06:59:57,Newborn Giant Panda,55.4
2026-03-06 06:59:57,Luminous Giant Panda,249.6
2026-03-06 06:59:57,Teen Giant Panda,58.83
2026-03-06 06:59:57,Teen Giant Panda,80.0
2026-03-06 06:59:57,Post-Teen Giant Panda,55.4
2026-03-06 07:47:47,Full-Grown Giant Panda,59.99
2026-03-06 07:47:47,Newborn Giant Panda,58.67
2026-03-06 07:47:47,Full-Grown Giant Panda,51.0
2026-03-06 07:47:47,Full-Grown Giant Panda,53.0
2026-03-06 07:47:47,Post-Teen Giant Panda,61.59
2026-03-06 07:47:47,Newborn Giant Panda,55.43
2026-03-06 07:47:47,Luminous Giant Panda,249.44
2026-03-06 07:47:47,Teen Giant Panda,58.83
2026-03-06 07:47:47,Teen Giant Panda,80.0
2026-03-06 07:47:47,Post-Teen Giant Panda,55.43
2026-03-06 08:49:01,Full-Grown Giant Panda,59.98
2026-03-06 08:49:01,Newborn Giant Panda,58.67
